"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","554","adminCanDeleteUserSuccessfully()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.AdminPositiveTest","apisenior.onlyapi.admin.AdminPositiveTest","adminCanDeleteUserSuccessfully"
"","482","unknownUserCantDeleteUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","unknownUserCantDeleteUser"
"","598","adminCanGetAllUsersSuccessfully()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.AdminPositiveTest","apisenior.onlyapi.admin.AdminPositiveTest","adminCanGetAllUsersSuccessfully"
"","670","Юзер может сменить имя","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangesNameTest","apisenior.onlyapi.user.changename.UserChangesNameTest","authUserChangeNameTest"
"","500","adminCantCreateUserWithUnappropriatedUsername()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","adminCantCreateUserWithUnappropriatedUsername"
"","586","Юзер не может сменить имя, используя невалидное имя [4] invalidName=   , expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1635","Юзер не может переводить невалидную сумму при балансе 5000 [1] invalidSum=0.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1756","Юзер не может сделать депозит на чужой счет [1] expectedErrorMessage=Unauthorized access to account","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesDepositOnOtherUserAccount"
"","890","Юзер не может сделать депозит не авторизовавшись","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","test401"
"","728","userIsForbiddenToDeleteUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","userIsForbiddenToDeleteUser"
"","188","Неизвестный юзер не может сменить себе имя","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","unknownUserCantChangeNameThemself"
"","1612","Юзер не может переводить невалидную сумму при балансе 5000 [4] invalidSum=6000.0, expectedErrorMessage=Invalid transfer: insufficient funds or invalid accounts","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","911","Юзер делает депозит","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositTest","authUserMakesDeposit"
"","1633","Юзер не может переводить невалидную сумму при балансе 5000 [3] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1791","Юзер не может делать перевод от лица другого юзера","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userCantTransferMoneyUsingOtherUserCredentials"
"","2799","unknownUserCantGetAllUsers()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","unknownUserCantGetAllUsers"
"","906","Юзер не может сделать депозит на невалидную сумму [3] invalidAmount=5001.0, expectedErrorMessage=Deposit amount cannot exceed 5000","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","588","Юзер не может сменить имя, используя невалидное имя [5] invalidName=0, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1766","Неизвестный юзер не может отправлять трансфер от лица созданного юзера","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","unknownUserCantMakeTransferUsingOtherUserCredentials"
"","912","Юзер не может сделать депозит на невалидную сумму [2] invalidAmount=0.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","574","adminCantDeleteAlreadyDeletedUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","adminCantDeleteAlreadyDeletedUser"
"","1793","Юзер не может переводить сумму больше 10 000 при балансе больше 10 000 [1] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInsufficientSumToUser"
"","894","Юзер не может сделать депозит на невалидную сумму [1] invalidAmount=-1.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","658","unknownUserCantCreateUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","unknownUserCantCreateUser"
"","591","Юзер не может сменить имя, используя невалидное имя [3] invalidName= , expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1505","userIsForbiddenToGetAllUsers()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","userIsForbiddenToGetAllUsers"
"","614","Юзер не может сменить имя, используя невалидное имя [2] invalidName=Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","595","Юзер не может сменить имя, используя невалидное имя [1] invalidName=Polina  Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1432","Юзер переводит деньги с одного своего аккаунта на другой","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransferMoneyFromOneAccToAnotherAcc"
"","1785","Юзер успешно переводит деньги на существующий аккаунт другого юзера","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransfersMoneyToUser"
"","842","админ не может сменить имя другому юзеру","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeNameOtherUser"
"","1637","Юзер не может переводить невалидную сумму при балансе 5000 [2] invalidSum=-1.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","731","userIsForbiddenToCreateUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","userIsForbiddenToCreateUser"
