"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","497","Юзер не может сменить имя, используя невалидное имя [5] invalidName=0, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","489","Юзер не может сменить имя, используя невалидное имя [4] invalidName=   , expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","494","Юзер не может сменить имя, используя невалидное имя [2] invalidName=Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1668","Юзер успешно переводит деньги на существующий аккаунт другого юзера","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransfersMoneyToUser"
"","389","unknownUserCantDeleteUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","unknownUserCantDeleteUser"
"","102","Неизвестный юзер не может сменить себе имя","","2026-06-17","broken","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","unknownUserCantChangeNameThemself"
"","391","adminCantCreateUserWithUnappropriatedUsername()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","adminCantCreateUserWithUnappropriatedUsername"
"","1511","Юзер не может переводить невалидную сумму при балансе 5000 [3] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","721","adminCanDeleteUserSuccessfully()","","2026-06-17","failed","2026-06-17","","apisenior.onlyapi.admin.AdminPositiveTest","apisenior.onlyapi.admin.AdminPositiveTest","adminCanDeleteUserSuccessfully"
"","2956","unknownUserCantGetAllUsers()","","2026-06-17","failed","2026-06-17","","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","unknownUserCantGetAllUsers"
"","811","Юзер не может сделать депозит на невалидную сумму [1] invalidAmount=-1.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","533","Юзер не может сменить имя, используя невалидное имя [1] invalidName=Polina  Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1508","Юзер не может переводить невалидную сумму при балансе 5000 [2] invalidSum=-1.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","804","Юзер не может сделать депозит на невалидную сумму [3] invalidAmount=5001.0, expectedErrorMessage=Deposit amount cannot exceed 5000","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","578","userIsForbiddenToCreateUser()","","2026-06-17","failed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","userIsForbiddenToCreateUser"
"","1673","Юзер не может делать перевод от лица другого юзера","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userCantTransferMoneyUsingOtherUserCredentials"
"","481","adminCantDeleteAlreadyDeletedUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","adminCantDeleteAlreadyDeletedUser"
"","1515","Юзер не может переводить невалидную сумму при балансе 5000 [1] invalidSum=0.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","464","adminCanGetAllUsersSuccessfully()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.AdminPositiveTest","apisenior.onlyapi.admin.AdminPositiveTest","adminCanGetAllUsersSuccessfully"
"","493","Юзер не может сменить имя, используя невалидное имя [3] invalidName= , expectedErrorMessage=Name must contain two words with letters only","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","675","userIsForbiddenToGetAllUsers()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","userIsForbiddenToGetAllUsers"
"","578","Юзер может сменить имя","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangesNameTest","apisenior.onlyapi.user.changename.UserChangesNameTest","authUserChangeNameTest"
"","744","админ не может сменить имя другому юзеру","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeNameOtherUser"
"","583","userIsForbiddenToDeleteUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","apisenior.onlyapi.admin.negative.DeleteUserNegativeTest","userIsForbiddenToDeleteUser"
"","788","Юзер не может сделать депозит на невалидную сумму [2] invalidAmount=0.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
