"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","502","Юзер не может сменить имя, используя невалидное имя [3] invalidName= , expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1539","Юзер не может переводить невалидную сумму при балансе 5000 [3] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","840","Юзер не может сделать депозит на невалидную сумму [2] invalidAmount=0.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","827","Юзер делает депозит","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositTest","authUserMakesDeposit"
"","574","discovery 401 deposit","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","test401"
"","1697","Юзер не может переводить сумму больше 10 000 при балансе больше 10 000 [1] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInsufficientSumToUser"
"","2475","deleteuser401()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","deleteuser401"
"","30","login401()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","login401"
"","516","adminCantCreateUser403()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","adminCantCreateUser403"
"","581","Юзер может сменить имя","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangesNameTest","apisenior.onlyapi.user.changename.UserChangesNameTest","authUserChangeNameTest"
"","1334","Юзер переводит деньги с одного своего аккаунта на другой","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransferMoneyFromOneAccToAnotherAcc"
"","16","discovery 401","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","test401"
"","1603","Юзер не может переводить невалидную сумму при балансе 5000 [1] invalidSum=0.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1592","Юзер не может переводить невалидную сумму при балансе 5000 [2] invalidSum=-1.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1527","Юзер не может переводить невалидную сумму при балансе 5000 [4] invalidSum=6000.0, expectedErrorMessage=Invalid transfer: insufficient funds or invalid accounts","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1359","discovery 403 transfer","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","user403"
"","510","Юзер не может сменить имя, используя невалидное имя [1] invalidName=Polina  Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","989","Юзер не может сделать депозит на невалидную сумму [1] invalidAmount=-1.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","1267","discovery 401 transfer","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","test401Transfer"
"","817","Юзер не может сделать депозит на невалидную сумму [3] invalidAmount=5001.0, expectedErrorMessage=Deposit amount cannot exceed 5000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","573","deleteuser403()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","deleteuser403"
"","36","adminCantCreateUser401()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","adminCantCreateUser401"
"","1","Юзер делает депозит","","2026-06-16","skipped","2026-06-16","","apisenior.db.makesdeposit.UserMakesDepositTest","apisenior.db.makesdeposit.UserMakesDepositTest","authUserMakesDeposit"
"","752","админ не может сменить имя другому юзеру","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeNameOtherUser"
"","121","adminCantCreateUser400()","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.admin.AdminTest","apisenior.onlyapi.admin.AdminTest","adminCantCreateUser400"
"","1690","Юзер успешно переводит деньги на существующий аккаунт другого юзера","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransfersMoneyToUser"
"","2451","Юзер не может сделать депозит на чужой счет [1] expectedErrorMessage=Unauthorized access to account","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.user.makesdeposit.UserMakesDepositNegativeTest","userMakesDepositOnOtherUserAccount"
"","499","Юзер не может сменить имя, используя невалидное имя [5] invalidName=0, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","498","Юзер не может сменить имя, используя невалидное имя [4] invalidName=   , expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
"","500","Юзер не может сменить имя, используя невалидное имя [2] invalidName=Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","apisenior.onlyapi.user.changename.UserChangeNameNegativeTest","userCantChangeName"
