"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1604","Юзер не может переводить невалидную сумму при балансе 5000 [2] invalidSum=-1.0, expectedErrorMessage=Transfer amount must be at least 0.01","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","3008","userCantTransferMoneyByAccId()","","2026-06-17","failed","2026-06-17","","uisenior.transfermoney.TransferMoneyNegativeTest","uisenior.transfermoney.TransferMoneyNegativeTest","userCantTransferMoneyByAccId"
"","2683","userCantTransferMoneyWithoutSum()","","2026-06-17","failed","2026-06-17","","uisenior.transfermoney.TransferMoneyNegativeTest","uisenior.transfermoney.TransferMoneyNegativeTest","userCantTransferMoneyWithoutSum"
"","2403","userCantTransferMoneyToItsAcc()","","2026-06-17","failed","2026-06-17","","uisenior.transfermoney.TransferMoneyNegativeTest","uisenior.transfermoney.TransferMoneyNegativeTest","userCantTransferMoneyToItsAcc"
"","2117","userCantMakeTransferToItsAccId()","","2026-06-17","failed","2026-06-17","","uisenior.transfermoney.TransferMoneyNegativeTest","uisenior.transfermoney.TransferMoneyNegativeTest","userCantMakeTransferToItsAccId"
"","826","userCantSaveEmptyChangeNameField()","","2026-06-17","failed","2026-06-17","","uisenior.changename.ChangeNameNegativeTest","uisenior.changename.ChangeNameNegativeTest","userCantSaveEmptyChangeNameField"
"","1306","userIsForbiddenToGetAllUsers()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","apisenior.onlyapi.admin.negative.GetAllUsersNegativeTest","userIsForbiddenToGetAllUsers"
"","3223","userReceiverCanSearchTransactionBySenderName()","","2026-06-17","failed","2026-06-17","","uisenior.transferagain.TransferAgainPositiveTest","uisenior.transferagain.TransferAgainPositiveTest","userReceiverCanSearchTransactionBySenderName"
"","856","userCantInputInvalidName(String, String) [1] invalidName=a, alertMessage=Name must contain two words with letters only","","2026-06-17","failed","2026-06-17","","uisenior.changename.ChangeNameNegativeTest","uisenior.changename.ChangeNameNegativeTest","userCantInputInvalidName"
"","1771","userCanSeeTransferInTransaction()","","2026-06-17","failed","2026-06-17","","uisenior.transferagain.TransferAgainPositiveTest","uisenior.transferagain.TransferAgainPositiveTest","userCanSeeTransferInTransaction"
"","3153","userReceiverCanSearchTransactionBySenderUsername()","","2026-06-17","failed","2026-06-17","","uisenior.transferagain.TransferAgainPositiveTest","uisenior.transferagain.TransferAgainPositiveTest","userReceiverCanSearchTransactionBySenderUsername"
"","1733","userCanMakeDeposit()","","2026-06-17","failed","2026-06-17","","uisenior.makedeposit.MakeDepositPositiveTest","uisenior.makedeposit.MakeDepositPositiveTest","userCanMakeDeposit"
"","1608","Юзер не может переводить невалидную сумму при балансе 5000 [4] invalidSum=6000.0, expectedErrorMessage=Invalid transfer: insufficient funds or invalid accounts","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.user.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","3314","userCantTransferOutAgainIfAmountMoreThanBalance()","","2026-06-17","failed","2026-06-17","","uisenior.transferagain.TransferAgainNegativeTest","uisenior.transferagain.TransferAgainNegativeTest","userCantTransferOutAgainIfAmountMoreThanBalance"
"","1392","Юзер переводит деньги с одного своего аккаунта на другой","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.user.transfermoney.UserTransferMoneyTest","userTransferMoneyFromOneAccToAnotherAcc"
"","670","userIsForbiddenToCreateUser()","","2026-06-17","passed","2026-06-17","","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","apisenior.onlyapi.admin.negative.AdminCreateUserNegativeTest","userIsForbiddenToCreateUser"
