"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","507","Юзер не может сменить имя, используя невалидное имя [5] invalidName=0, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1696","Юзер не может переводить сумму больше 10 000 при балансе больше 10 000 [1] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","userTransferInsufficientSumToUser"
"","4522","Юзер не может сделать депозит на чужой счет [1] expectedErrorMessage=Unauthorized access to account","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","userMakesDepositOnOtherUserAccount"
"","1721","Юзер успешно переводит деньги на существующий аккаунт другого юзера","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.transfermoney.UserTransferMoneyTest","userTransfersMoneyToUser"
"","749","админ не может сменить имя другому юзеру","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeNameOtherUser"
"","1389","discovery 403 transfer","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","user403"
"","508","Юзер не может сменить имя, используя невалидное имя [1] invalidName=Polina  Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeName"
"","19","discovery 401","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","test401"
"","503","Юзер не может сменить имя, используя невалидное имя [4] invalidName=   , expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeName"
"","589","Юзер может сменить имя","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangesNameTest","apisenior.onlyapi.changename.UserChangesNameTest","authUserChangeNameTest"
"","829","Юзер не может сделать депозит на невалидную сумму [3] invalidAmount=5001.0, expectedErrorMessage=Deposit amount cannot exceed 5000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","837","Юзер делает депозит","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositTest","apisenior.onlyapi.makesdeposit.UserMakesDepositTest","authUserMakesDeposit"
"","1546","Юзер не может переводить невалидную сумму при балансе 5000 [4] invalidSum=6000.0, expectedErrorMessage=Invalid transfer: insufficient funds or invalid accounts","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","1590","Юзер не может переводить невалидную сумму при балансе 5000 [3] invalidSum=10001.0, expectedErrorMessage=Transfer amount cannot exceed 10000","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","userTransferInvalidSumToUser"
"","600","discovery 401 deposit","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","test401"
"","505","Юзер не может сменить имя, используя невалидное имя [2] invalidName=Polina, expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1293","discovery 401 transfer","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","apisenior.onlyapi.transfermoney.UserTransferNegativeTest","test401Transfer"
"","1352","Юзер переводит деньги с одного своего аккаунта на другой","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.transfermoney.UserTransferMoneyTest","apisenior.onlyapi.transfermoney.UserTransferMoneyTest","userTransferMoneyFromOneAccToAnotherAcc"
"","857","Юзер не может сделать депозит на невалидную сумму [2] invalidAmount=0.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
"","504","Юзер не может сменить имя, используя невалидное имя [3] invalidName= , expectedErrorMessage=Name must contain two words with letters only","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.changename.UserChangeNameNegativeTest","apisenior.onlyapi.changename.UserChangeNameNegativeTest","userCantChangeName"
"","1064","Юзер не может сделать депозит на невалидную сумму [1] invalidAmount=-1.0, expectedErrorMessage=Deposit amount must be at least 0.01","","2026-06-16","passed","2026-06-16","","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","apisenior.onlyapi.makesdeposit.UserMakesDepositNegativeTest","userMakesInvalidDeposit"
